,Spend,Traffic,Transactions,Store_Count,Total_Selling_SqFt,Avg_Selling_SqFt,DMA_Population,TradeAreaPopulation,Year,Month_Number,Quarter,Holiday_Season,Spend_Lag_1,Spend_Lag_2,Spend_Lag_3,Spend_Lag_6,Rolling_Spend_3,Rolling_Spend_6,Rolling_Spend_12,Cumulative_Spend,Spend_pct_change,Log_Spend,Spend_Index,High_Spend,Traffic_Lag_1,Traffic_Lag_12,Rolling_Traffic_3,Traffic_pct_change,Traffic_per_Store,Transactions_per_Store,Traffic_per_1000SqFt,Spend_per_Store,Spend_per_1000SqFt
Quarter,0.21178196054982643,0.06177166152401514,0.045036644140577245,-2.5578685286679335e-17,2.553430883914854e-18,2.1665233597408343e-16,9.280792738375046e-17,-4.6483605410563943e-17,-0.43065117197028197,0.96600566572238,1.0,0.5833501953586105,-0.05460657155976681,-0.21280924381198507,-0.1813769597012513,-0.1147745204152494,0.033450477738205975,0.00390801188148398,0.02710836890912115,-0.0029422024084131467,0.3426060066391694,0.3458935604435907,0.4981784910725622,0.4238715126491114,0.006829510505288971,0.005654866524841564,0.02774638982605066,0.10457518503537314,0.19166948645987714,0.15537446787474044,0.17106580630188337,0.4110260286456963,0.41742247597539994
Holiday_Season,0.3110878788244541,0.09331946804952987,0.08756950795601127,1.531881136240091e-17,1.437759462762528e-17,-9.979626474821993e-18,1.80268861046293e-17,4.419489856987397e-18,-0.2820380374089028,0.6398034400707342,0.5833501953586105,1.0,0.053082164891835,-0.0892273725216559,-0.05977462329218959,-0.129451873013006,0.1282036463971203,0.07396748832933264,0.03509114478763467,0.027370860582539482,0.09506228555210139,0.28283531148621976,0.6847785225726843,0.5187722737428297,0.019384333846972142,,0.025849930681830745,0.2658475785747655,0.28571965761255164,0.29271732615935386,0.25864051244035796,0.5602823436491163,0.570658401876611
Spend_Lag_1,0.6109003008556535,0.6445959614298173,0.654414541565027,0.6449601303215984,0.6504458314941514,0.0773143561786955,0.6156972572961239,0.5470592616848315,0.15222165128525614,-0.08747487788818056,-0.05460657155976681,0.053082164891835,1.0,0.5827051717982945,0.3158220163620046,0.3978176720743864,0.8906483684715109,0.8025707400851081,0.75692917101623,0.710845203553956,-0.15636893919092112,0.38138279586343377,0.1418076153130164,0.11979359735067746,0.6952178660702317,0.7743835168194565,0.6746240819216016,-0.13458208608890096,0.17131356648128354,0.19088511649002096,0.12073780971116914,0.37641893853562713,0.3646739620060382
Spend_Lag_2,0.3387025182983658,0.5708920400144202,0.5850560448363997,0.6276905030150463,0.6341354793770042,0.07625631815160672,0.5958068489931366,0.534922437281152,0.20827129627915422,-0.18723222528135755,-0.21280924381198507,-0.0892273725216559,0.5827051717982945,1.0,0.5726460710481711,0.5937379136574132,0.7720856559764259,0.714635720645344,0.719833362831566,0.6907364302609476,-0.06817070289321558,0.2789491221439715,-0.05197184283958928,-0.0553978915013277,0.6324643342826926,0.663022280449344,0.6410227895640734,-0.1257056642377836,0.08170446945339052,0.10470941057739667,0.044480955917621356,0.14426043705240818,0.13593707345947373
Spend_Lag_3,0.5013163663544701,0.5516938818253044,0.5696138245432747,0.6206677503162071,0.6271747010002899,0.07427981434874131,0.5880768886094635,0.5285527830831261,0.2173428767424152,-0.1637938061602168,-0.1813769597012513,-0.05977462329218959,0.3158220163620046,0.5726460710481711,1.0,0.40540373713251227,0.5633527711271178,0.71949198953207,0.7330664890146598,0.7261803333640354,0.013054251845946233,0.2758548958993623,0.012383828459593129,0.14952537222531034,0.5625618289081606,0.784551544241402,0.5914906647746012,0.0002767699847291871,0.06653286771023999,0.09683347385798803,0.03218347996688022,0.24070422648375475,0.22606603757117902
Spend_Lag_6,0.3397360533865506,0.5358907891183261,0.5500203408949379,0.5658583583467168,0.5692493997117868,0.05219089627665784,0.5309953541916377,0.48843250661615234,0.23648821495536174,-0.09622731974427597,-0.1147745204152494,-0.129451873013006,0.3978176720743864,0.5937379136574132,0.40540373713251227,1.0,0.5406243207307007,0.5582347047957423,0.6761149602334874,0.7113717508536189,-0.04814033692971547,0.22588622700882702,-0.0483453324177057,-0.08194878653012955,0.6194006891109687,0.5884924194154484,0.5879702376978534,-0.18683579522250515,0.09770145162327246,0.12410968921849315,0.06462043401841153,0.12934098460262966,0.11940359696895336
Rolling_Spend_3,0.8046261749005744,0.7670940795050949,0.7802641049258274,0.7594480787583575,0.7659296183799932,0.09116002226336466,0.7250466755949031,0.6443618888240429,0.16107682614280083,0.02954876851034384,0.033450477738205975,0.1282036463971203,0.8906483684715109,0.7720856559764259,0.5633527711271178,0.5406243207307007,1.0,0.9389189966264369,0.9148800842364738,0.8575186875862352,-0.07469544150045537,0.4791688667602627,0.22925772623124463,0.2103919576652513,0.8137797206940045,0.8712140184905861,0.7947131829940393,-0.09339659730403177,0.2215897859339615,0.24768337941727078,0.1615107602531673,0.5248697185727849,0.5111413299153835
Rolling_Spend_6,0.793678145950131,0.7929674821911349,0.8106036386972347,0.7829082962413513,0.789813499641646,0.09043972441775618,0.7444993856986178,0.6661561158516673,0.24651159418651314,-0.0012271923318389714,0.00390801188148398,0.07396748832933264,0.8025707400851081,0.714635720645344,0.71949198953207,0.5582347047957423,0.9389189966264369,1.0,0.9735567750917026,0.93666685107874,-0.05655325149104284,0.4397335625175474,0.16736911616428218,0.1937364106733677,0.812529135142269,0.9204049060714724,0.8058404007048915,-0.03540038644029284,0.2334322013398304,0.2695832622752378,0.17227414562835341,0.4745985569894838,0.45744224141259543
Rolling_Spend_12,0.7747222412075541,0.8172494674078559,0.8329301793432935,0.8128112360543818,0.8217682039110877,0.09259456643352836,0.7740363284562631,0.6956575684941745,0.26575475542847526,0.020661210728960978,0.02710836890912115,0.03509114478763467,0.75692917101623,0.719833362831566,0.7330664890146598,0.6761149602334874,0.9148800842364738,0.9735567750917026,1.0,0.9602944574236547,-0.05310178514879437,0.42066977843761244,0.12362003213517118,0.16095150378539866,0.8515569273924636,0.9344144993484834,0.8408466180001674,-0.060259561788152165,0.2310537587875692,0.26433680402862914,0.16625105813364008,0.44081088498394944,0.42208402927834515
Cumulative_Spend,0.7082436030327839,0.6893662271737285,0.7072266367356035,0.6782621563071345,0.684943390575604,0.07630418509013313,0.6447282589869587,0.5812316750015784,0.40024477842786943,-0.011479902081683577,-0.0029422024084131467,0.027370860582539482,0.710845203553956,0.6907364302609476,0.7261803333640354,0.7113717508536189,0.8575186875862352,0.93666685107874,0.9602944574236547,1.0,-0.049544898076986324,0.30995260015489984,0.11010508556788418,0.17840383839932597,0.7240878452168653,0.9296847180061576,0.7168406552216136,-0.07472551364124083,0.2097250072883779,0.24629709248154275,0.155374216850947,0.39818377090695944,0.380603127948433
Spend_pct_change,0.040229930535536335,0.005309158377370168,-0.00254160294497251,-0.03490336598818786,-0.047001382840924,-0.0524851587142023,-0.05488324088452977,-0.05525179234097619,-0.17336158920647776,0.28473906684427414,0.3426060066391694,0.09506228555210139,-0.15636893919092112,-0.06817070289321558,0.013054251845946233,-0.04814033692971547,-0.07469544150045537,-0.05655325149104284,-0.05310178514879437,-0.049544898076986324,1.0,0.14693240183343356,0.16524016301842467,0.17327539888725565,-0.03895396421688581,0.4076365233745419,-0.009764740153208442,0.17241127527700487,0.06827694233978975,0.05177907473150261,0.11541299690594471,0.13927609737065558,0.15968232579188937
Log_Spend,0.48973763731394265,0.38923486409200125,0.3817880114004092,0.38373809548278676,0.37524305848426726,0.028590552921201266,0.35911566105404713,0.3682590296183359,-0.4272894401131157,0.3379758164918827,0.3458935604435907,0.28283531148621976,0.38138279586343377,0.2789491221439715,0.2758548958993623,0.22588622700882702,0.4791688667602627,0.4397335625175474,0.42066977843761244,0.30995260015489984,0.14693240183343356,1.0,0.6203983036371202,0.461091514169555,0.38347416049072947,0.6974395878253109,0.3784692735463997,0.09529453523413245,0.21767201454706042,0.19401631733823657,0.1845650857808594,0.6504002725330443,0.6518140834475747
Spend_Index,0.41071458584869247,0.07678387219552554,0.0714442723457918,-6.481077445975162e-17,-7.64398838363292e-17,-3.469981272734039e-17,-4.78086123655118e-17,5.794059983548871e-18,-0.3196647086016969,0.5099327141845461,0.4981784910725622,0.6847785225726843,0.1418076153130164,-0.05197184283958928,0.012383828459593129,-0.0483453324177057,0.22925772623124463,0.16736911616428218,0.12362003213517118,0.11010508556788418,0.16524016301842467,0.6203983036371202,1.0,0.7714877990024069,0.0323515147923706,0.6147275629763782,0.03661943038328917,0.14470962934086196,0.25528295453080546,0.24690303355684237,0.2310067344666419,0.7956273235467369,0.8089565897494754
High_Spend,0.39322078874335187,0.06725591513889287,0.06308285446339244,0.005595216256391445,0.004721907380448973,-0.005422624721637826,0.006151743431497564,0.008249753086026903,-0.1576005564531852,0.40278532040309395,0.4238715126491114,0.5187722737428297,0.11979359735067746,-0.0553978915013277,0.14952537222531034,-0.08194878653012955,0.2103919576652513,0.1937364106733677,0.16095150378539866,0.17840383839932597,0.17327539888725565,0.461091514169555,0.7714877990024069,1.0,0.021338709295330657,0.45836764225363097,0.0367659162569527,0.16724033806051675,0.21597157969470734,0.20190663303473555,0.19868198479090743,0.6726602149893081,0.6805914903167996
Traffic_Lag_1,0.6797672902809263,0.9491204453286494,0.9474978807494211,0.923732772464683,0.9245247126978542,0.10697607590841333,0.8283659046012111,0.7815870196738907,0.043941491411242616,0.010339902464242207,0.006829510505288971,0.019384333846972142,0.6952178660702317,0.6324643342826926,0.5625618289081606,0.6194006891109687,0.8137797206940045,0.812529135142269,0.8515569273924636,0.7240878452168653,-0.03895396421688581,0.38347416049072947,0.0323515147923706,0.021338709295330657,1.0,0.9388649167722093,0.9839465640475564,-0.13452886017390395,0.3484193184068856,0.3536407971605432,0.315200447742964,0.30133270053228767,0.2955716102462164
Traffic_Lag_12,0.8124916989129572,0.9789191753090869,0.9795446557270117,0.9351699319513418,0.9388959517993579,0.11450482941230629,0.8436810613206959,0.7947542483730513,,0.027465302831610236,0.005654866524841564,,0.7743835168194565,0.663022280449344,0.784551544241402,0.5884924194154484,0.8712140184905861,0.9204049060714724,0.9344144993484834,0.9296847180061576,0.4076365233745419,0.6974395878253109,0.6147275629763782,0.45836764225363097,0.9388649167722093,1.0,0.9690433332764502,0.08427758885316229,0.38823067879314943,0.40135646161926036,0.33437301724130086,0.640340325281754,0.6395485805141509
Rolling_Traffic_3,0.6749701778680938,0.9809249541677958,0.978943168297804,0.939276151425607,0.939934046732062,0.10828007764625126,0.8419884782056861,0.7956619846326387,0.049128094597813435,0.027333464912800098,0.02774638982605066,0.025849930681830745,0.6746240819216016,0.6410227895640734,0.5914906647746012,0.5879702376978534,0.7947131829940393,0.8058404007048915,0.8408466180001674,0.7168406552216136,-0.009764740153208442,0.3784692735463997,0.03661943038328917,0.0367659162569527,0.9839465640475564,0.9690433332764502,1.0,-0.029915884917758342,0.38261817502776485,0.3876614347898506,0.34711850616791945,0.3000461575556302,0.2940475865417649
Traffic_pct_change,0.0472116940598597,0.09559877279302595,0.08968289957955837,-0.007970554109271796,-0.008037001049462289,-0.009663387490014202,-0.0012875599242077914,-0.006619291559462975,-0.2159477941503419,0.14118846938081134,0.10457518503537314,0.2658475785747655,-0.13458208608890096,-0.1257056642377836,0.0002767699847291871,-0.18683579522250515,-0.09339659730403177,-0.03540038644029284,-0.060259561788152165,-0.07472551364124083,0.17241127527700487,0.09529453523413245,0.14470962934086196,0.16724033806051675,-0.13452886017390395,0.08427758885316229,-0.029915884917758342,1.0,0.3230846839643793,0.3273157506037783,0.28888502300599883,0.09915003855945742,0.10397258917747043
Traffic_per_Store,0.25682295451650455,0.43872763176110857,0.40703383342330013,0.15312455773909106,0.16337600233754862,0.2515258912616403,0.0572964853106131,0.16973303830549444,0.008681159733583623,0.217098550561352,0.19166948645987714,0.28571965761255164,0.17131356648128354,0.08170446945339052,0.06653286771023999,0.09770145162327246,0.2215897859339615,0.2334322013398304,0.2310537587875692,0.2097250072883779,0.06827694233978975,0.21767201454706042,0.25528295453080546,0.21597157969470734,0.3484193184068856,0.38823067879314943,0.38261817502776485,0.3230846839643793,1.0,0.966442641795827,0.8925022451120111,0.3256808240650073,0.32415707680511147
Transactions_per_Store,0.2811593733769035,0.44556368548281927,0.4292236681670502,0.16748282477779852,0.18830919724821454,0.3325349120071726,0.0686887657677504,0.15098298322707102,0.05470408741699003,0.1852965820203064,0.15537446787474044,0.29271732615935386,0.19088511649002096,0.10470941057739667,0.09683347385798803,0.12410968921849315,0.24768337941727078,0.2695832622752378,0.26433680402862914,0.24629709248154275,0.05177907473150261,0.19401631733823657,0.24690303355684237,0.20190663303473555,0.3536407971605432,0.40135646161926036,0.3876614347898506,0.3273157506037783,0.966442641795827,1.0,0.8214640796835309,0.3345414697925707,0.32340268865121635
Traffic_per_1000SqFt,0.19721391496900084,0.3965969256408132,0.35660607539715694,0.13177015486492757,0.07859557534323834,-0.12990630101707434,0.040196615653460936,0.12480950050279829,0.011254656071049349,0.1939309771379298,0.17106580630188337,0.25864051244035796,0.12073780971116914,0.044480955917621356,0.03218347996688022,0.06462043401841153,0.1615107602531673,0.17227414562835341,0.16625105813364008,0.155374216850947,0.11541299690594471,0.1845650857808594,0.2310067344666419,0.19868198479090743,0.315200447742964,0.33437301724130086,0.34711850616791945,0.28888502300599883,0.8925022451120111,0.8214640796835309,1.0,0.2544646748215473,0.3091963102053859
Spend_per_Store,0.7213609965346551,0.3359301650858007,0.33466215591603343,0.26455509962720464,0.26953134184861266,0.10005849119305114,0.27282972159408836,0.26271315147521107,-0.1813315358866229,0.42259791471045693,0.4110260286456963,0.5602823436491163,0.37641893853562713,0.14426043705240818,0.24070422648375475,0.12934098460262966,0.5248697185727849,0.4745985569894838,0.44081088498394944,0.39818377090695944,0.13927609737065558,0.6504002725330443,0.7956273235467369,0.6726602149893081,0.30133270053228767,0.640340325281754,0.3000461575556302,0.09915003855945742,0.3256808240650073,0.3345414697925707,0.2544646748215473,1.0,0.9836334141030814
Spend_per_1000SqFt,0.7069490665808819,0.33051615011689245,0.3259306654077996,0.2599103002163808,0.24638735056724403,-0.0022317638321318477,0.2641520563847361,0.2511630055558807,-0.1878315437535801,0.4296250534746345,0.41742247597539994,0.570658401876611,0.3646739620060382,0.13593707345947373,0.22606603757117902,0.11940359696895336,0.5111413299153835,0.45744224141259543,0.42208402927834515,0.380603127948433,0.15968232579188937,0.6518140834475747,0.8089565897494754,0.6805914903167996,0.2955716102462164,0.6395485805141509,0.2940475865417649,0.10397258917747043,0.32415707680511147,0.32340268865121635,0.3091963102053859,0.9836334141030814,1.0
