,Spend,Traffic,Transactions,Store_Count,Total_Selling_SqFt,Avg_Selling_SqFt,DMA_Population,TradeAreaPopulation,Year,Month_Number,Quarter,Holiday_Season,Spend_Lag_1,Spend_Lag_2,Spend_Lag_3,Spend_Lag_6,Rolling_Spend_3,Rolling_Spend_6,Rolling_Spend_12,Cumulative_Spend,Spend_pct_change,Log_Spend,Spend_Index,High_Spend,Traffic_Lag_1,Traffic_Lag_12,Rolling_Traffic_3,Traffic_pct_change,Traffic_per_Store,Transactions_per_Store,Traffic_per_1000SqFt,Spend_per_Store,Spend_per_1000SqFt
Spend_Lag_2,0.44049682389489003,0.4770500648784343,0.4938685826910526,0.6225728440951256,0.628697879525533,0.11931571633511807,0.5883541389082942,0.5234778194507913,0.19494664191795116,-0.1569152498507865,-0.20889116808027933,-0.08758458860579436,0.48693342629206116,1.0,0.47291180372828673,0.44581859965322773,0.7857039103920006,0.7375456538421956,0.7159031962214306,0.6972657154322672,-0.009632573503300391,0.288874734865305,-0.012123011022807868,0.057897552112249895,0.5034344337025226,0.6296894660544666,0.5833395870040475,-0.013261456733935653,0.10868349748673095,0.11671697694606674,0.06522308020025111,0.21904963494967333,0.19795907348277808
Spend_Lag_3,0.5634054497042749,0.4118327295885258,0.42757439420493243,0.6155901966630787,0.621744119386951,0.11637453668724493,0.5806698968840406,0.5171897485419149,0.20383791658487077,-0.1380955744348332,-0.09595133875633352,-0.058672952939540834,0.42359752602411854,0.47291180372828673,1.0,0.483869848298196,0.5994101884710082,0.7443098588521767,0.7474507009841472,0.7406073445830791,-0.015411833730705728,0.3005010759899797,0.02705175411967121,0.12447948506986012,0.47705006487843443,0.7449998960115776,0.4902353333225487,-0.1347566611015191,-0.011580146824315525,-0.01669483391027527,-0.03917311431847517,0.27781339018778134,0.24767757552546454
Spend_Lag_6,0.42503675373493893,0.6014393329469037,0.6216172340238111,0.5599754930906325,0.5630348371723478,0.08959110409906076,0.5226948059643252,0.47661235251641365,0.2134344245617276,-0.07239496034750605,-0.04177146822931812,-0.12700535435213925,0.36088524132920796,0.44581859965322773,0.483869848298196,1.0,0.5065815582304625,0.5584463383590678,0.6781029158474685,0.7086497807252595,-0.036832115987362295,0.24414404170207876,-0.01486123525128921,0.08948327486617962,0.5749125576689137,0.584490979175747,0.5749683269924062,-0.1196342504803946,0.08095925999706431,0.08706779806944555,0.02721131007462564,0.1948312654529548,0.17548161023652356
Rolling_Spend_3,0.8194138278107523,0.7247446381731687,0.7427754054809508,0.79789558742053,0.8034042473610337,0.14977712880140362,0.7566534879369285,0.6669607361304228,0.12175085581702445,0.013232652285160405,-0.007183681905255679,0.11520928014498695,0.8278658538506618,0.7857039103920006,0.5994101884710082,0.5065815582304625,1.0,0.944971897337256,0.917167502628213,0.853511712885586,-0.04025715857483107,0.44602534268208477,0.20263026161918837,0.22007132195282889,0.7672676765353604,0.8261725004004429,0.7819204130187155,-0.06577867366085935,0.259047548677265,0.27037793873084265,0.1835857628914902,0.5380910164725389,0.5065094177151294
Rolling_Spend_6,0.7824049339131103,0.7609658979560261,0.7787393513833524,0.8362054919971994,0.8412566890914802,0.1509034874883429,0.7881291639630156,0.7002140625276182,0.1844842295116429,-0.02372330414413319,-0.029548275104590797,0.053132782941241144,0.773982538606516,0.7375456538421956,0.7443098588521767,0.5584463383590678,0.944971897337256,1.0,0.974994738276201,0.9128618289634977,-0.047423609661055716,0.4282807921273252,0.13447332074874813,0.16245746069110306,0.7744506835294199,0.9095710193141248,0.7718352365702033,-0.08665689376813554,0.2282252179170199,0.2342745397128915,0.1527256619180115,0.4710563995431226,0.4376829455915252
Rolling_Spend_12,0.7729632760286517,0.824765482614141,0.8409379731409167,0.8932042166996573,0.8987460932565728,0.15711145003862598,0.8397646389676275,0.7478647415443328,0.15124036127596646,-0.026997575610863866,-0.01984710206921584,0.015607615603016461,0.7385450909421788,0.7159031962214306,0.7474507009841472,0.6781029158474685,0.917167502628213,0.974994738276201,1.0,0.8841287196659048,-0.03777089170408226,0.42878289028018285,0.09632302891470074,0.14296410925072528,0.8450797904987427,0.9195017604960284,0.8336148125453896,-0.05725852886095792,0.23447189569585417,0.23589972644708643,0.15321202562892713,0.4416906591605375,0.4074159729467728
Cumulative_Spend,0.7180402138822157,0.6485797875608752,0.6650058394982339,0.6917240671892201,0.6971230677754175,0.12445869497361207,0.6526504123034551,0.5821538412047981,0.37071052350164346,0.08057054095762199,0.072675126773175,0.055999107544914724,0.7054730716442327,0.6972657154322672,0.7406073445830791,0.7086497807252595,0.853511712885586,0.9128618289634977,0.8841287196659048,1.0,-0.01984349747460124,0.3191967000900684,0.10441164118128107,0.17840242875067122,0.6802310293925051,0.9247996372366795,0.6581659221920374,-0.12033449051177961,0.2193629565658961,0.2297632884541748,0.15110399408060635,0.4256980633909786,0.39278098060567135
Spend_pct_change,0.06024724439144365,0.049694868999756565,0.040808639349796075,-0.02880546770497822,-0.042756906534756896,-0.07192356841730498,-0.05268357252471166,-0.05152231420014429,-0.11884461814248598,0.29597567476846853,0.35198136805997493,0.09783119919589994,-0.16075943053355315,-0.009632573503300391,-0.015411833730705728,-0.036832115987362295,-0.04025715857483107,-0.047423609661055716,-0.03777089170408226,-0.01984349747460124,1.0,0.20165341820432006,0.20033682081562582,0.20624317148806315,-0.014466770746976375,0.2230259992103096,0.025105017244442054,0.184182888335537,0.11719100679040909,0.11059385913540822,0.16254319612458173,0.159581399230169,0.18582478314957437
Log_Spend,0.49993065573499773,0.3555960873546101,0.35137462501087563,0.39369266081819426,0.38530048543670137,0.06423178597352493,0.3642116265588779,0.3729492337055534,-0.47492873873714775,0.3095917967867721,0.3168445896106806,0.2590821236461701,0.29488787110480263,0.288874734865305,0.3005010759899797,0.24414404170207876,0.44602534268208477,0.4282807921273252,0.42878289028018285,0.3191967000900684,0.20165341820432006,1.0,0.6203983036371197,0.47788333169615793,0.3377719671063892,0.6938716048497118,0.3646791437608716,0.32081249622808317,0.32497117999497954,0.32072324173699407,0.2683324792090066,0.654356575378151,0.6504266372761393
Spend_Index,0.41071458584869297,0.051370200839151864,0.04746673342339839,-4.143136332222157e-17,-4.209623435838361e-17,9.200225180980555e-18,-4.827676044373941e-17,-1.337173166652281e-17,-0.37743093080899204,0.5099327141845464,0.4981784910725622,0.6847785225726851,0.07493557963104656,-0.012123011022807868,0.02705175411967121,-0.01486123525128921,0.20263026161918837,0.13447332074874813,0.09632302891470074,0.10441164118128107,0.20033682081562582,0.6203983036371197,1.0,0.7714877990024068,0.007473375502208201,0.5924855103007607,0.02480413579888446,0.2886595308638343,0.34812739659773173,0.3769382424692284,0.31332232390911424,0.7950308261479858,0.8128358125908487
High_Spend,0.4040596589847819,0.030566098729525995,0.027509188804818993,0.0032325779972749574,0.0025143652838710583,-0.007432488843356959,0.0022259152168283493,0.003370328074657882,-0.19210778011529578,0.38741916567606416,0.4077009251976421,0.4989812470528613,0.06505654319884746,0.057897552112249895,0.12447948506986012,0.08948327486617962,0.22007132195282889,0.16245746069110306,0.14296410925072528,0.17840242875067122,0.20624317148806315,0.47788333169615793,0.7714877990024068,1.0,-0.029341247855600786,0.39291883534246197,0.003120201110481047,0.277460260180379,0.25191819741834603,0.26223130218589114,0.226810014267839,0.6701193898247909,0.6786130473772097
Traffic_Lag_1,0.6213054609166686,0.9260470604519051,0.926433151428863,0.9018747189268017,0.9001409135021946,0.18138443253655212,0.7994922234531882,0.7432637126886639,-0.0009411660537053971,0.057179356823976506,0.044727653500384344,0.06400776909736636,0.6757375814636123,0.5034344337025226,0.47705006487843443,0.5749125576689137,0.7672676765353604,0.7744506835294199,0.8450797904987427,0.6802310293925051,-0.014466770746976375,0.3377719671063892,0.007473375502208201,-0.029341247855600786,1.0,0.8881972607156705,0.9778022601128674,-0.13769924401709413,0.4336061572947597,0.41835012293372065,0.36951521071562377,0.27105252647121064,0.252600628086339
Traffic_Lag_12,0.7924288421075437,0.9111139887389562,0.9122992084669024,0.9186257189070888,0.9179920551932319,0.186363755589066,0.8133021674186317,0.7573860634213279,,0.09866971003006011,0.09160515599409064,,0.6640735033667748,0.6296894660544666,0.7449998960115776,0.584490979175747,0.8261725004004429,0.9095710193141248,0.9195017604960284,0.9247996372366795,0.2230259992103096,0.6938716048497118,0.5924855103007607,0.39291883534246197,0.8881972607156705,1.0,0.8669380123096534,-0.05709115905135087,0.3841916319539011,0.38870627048828177,0.30951798979798134,0.6156607984018243,0.6158092991228512
Rolling_Traffic_3,0.6472517980991849,0.9718294715318994,0.971400446045376,0.9209040880300038,0.9191193166216217,0.18529854155095404,0.815538040795436,0.7594379991352362,-0.018965575583289047,0.07591436686570839,0.06878930913855934,0.0734564266477134,0.6294239468759815,0.5833395870040475,0.4902353333225487,0.5749683269924062,0.7819204130187155,0.7718352365702033,0.8336148125453896,0.6581659221920374,0.025105017244442054,0.3646791437608716,0.02480413579888446,0.003120201110481047,0.9778022601128674,0.8669380123096534,1.0,-0.012656645429520115,0.4849919571184637,0.47003553100641915,0.41426341376894027,0.2982940781396496,0.2789637391364766
Traffic_pct_change,0.09443566058433352,0.1395784756471202,0.13211932038586788,-0.005172468801327732,-0.006304130430756618,-0.01228169009818604,-0.0019438353652835782,-0.007113586868193513,-0.39739060233770124,0.2516199385115884,0.21475364715727108,0.3271942549128037,-0.24472948658006058,-0.013261456733935653,-0.1347566611015191,-0.1196342504803946,-0.06577867366085935,-0.08665689376813554,-0.05725852886095792,-0.12033449051177961,0.184182888335537,0.32081249622808317,0.2886595308638343,0.277460260180379,-0.13769924401709413,-0.05709115905135087,-0.012656645429520115,1.0,0.3868123822371803,0.4064732872897006,0.3418360479725314,0.21051402332034638,0.21857678600112063
Traffic_per_Store,0.3369015706775386,0.5617505953311053,0.5245103495616432,0.2453077239079519,0.24474451861238575,0.2453060482820099,0.11398264129997056,0.22717442217765227,-0.19487548002684882,0.3940258264471561,0.34567341270565993,0.43446040437223926,0.12915254979956445,0.10868349748673095,-0.011580146824315525,0.08095925999706431,0.259047548677265,0.2282252179170199,0.23447189569585417,0.2193629565658961,0.11719100679040909,0.32497117999497954,0.34812739659773173,0.25191819741834603,0.4336061572947597,0.3841916319539011,0.4849919571184637,0.3868123822371803,1.0,0.9530774315932892,0.9171376144108639,0.3929430771561398,0.397336352712341
Transactions_per_Store,0.3547866059791471,0.5500887177903231,0.5306798350689125,0.23473283710741538,0.24346955501575074,0.3697189730476406,0.1124466949352794,0.17567273186675006,-0.18968532679632286,0.4007801687859133,0.3437710111482769,0.4783010470031699,0.13372050386561748,0.11671697694606674,-0.01669483391027527,0.08706779806944555,0.27037793873084265,0.2342745397128915,0.23589972644708643,0.2297632884541748,0.11059385913540822,0.32072324173699407,0.3769382424692284,0.26223130218589114,0.41835012293372065,0.38870627048828177,0.47003553100641915,0.4064732872897006,0.9530774315932892,1.0,0.8455472070335014,0.4223919009999146,0.415887076483963
Traffic_per_1000SqFt,0.25396536489090954,0.4823476914504254,0.44247409026824003,0.1792447802633553,0.12370842553484268,-0.08362924496596806,0.05817415012877775,0.14363515165258406,-0.16661292687375495,0.34059968150011377,0.29816007401468003,0.3778693296217358,0.08101022418606334,0.06522308020025111,-0.03917311431847517,0.02721131007462564,0.1835857628914902,0.1527256619180115,0.15321202562892713,0.15110399408060635,0.16254319612458173,0.2683324792090066,0.31332232390911424,0.226810014267839,0.36951521071562377,0.30951798979798134,0.41426341376894027,0.3418360479725314,0.9171376144108639,0.8455472070335014,1.0,0.32143245755877753,0.3799169970653939
Spend_per_Store,0.7550239350644583,0.3299083572192192,0.33051707503694605,0.29210001311907857,0.29560774575532744,0.09899965407427491,0.290251990483394,0.2819817797827692,-0.18561298408152405,0.4233654077428769,0.409541765491938,0.5607361921655707,0.29840238377450123,0.21904963494967333,0.27781339018778134,0.1948312654529548,0.5380910164725389,0.4710563995431226,0.4416906591605375,0.4256980633909786,0.159581399230169,0.654356575378151,0.7950308261479858,0.6701193898247909,0.27105252647121064,0.6156607984018243,0.2982940781396496,0.21051402332034638,0.3929430771561398,0.4223919009999146,0.32143245755877753,1.0,0.9841838584273839
Spend_per_1000SqFt,0.7229801843159648,0.3115572165087569,0.310015995743147,0.2704441648980009,0.2555429969310851,-0.001338520989844043,0.26585072716020164,0.2533610110119329,-0.19958535841878067,0.43166100830665977,0.4174789948241882,0.5724097262998683,0.2751771528436358,0.19795907348277808,0.24767757552546454,0.17548161023652356,0.5065094177151294,0.4376829455915252,0.4074159729467728,0.39278098060567135,0.18582478314957437,0.6504266372761393,0.8128358125908487,0.6786130473772097,0.252600628086339,0.6158092991228512,0.2789637391364766,0.21857678600112063,0.397336352712341,0.415887076483963,0.3799169970653939,0.9841838584273839,1.0
